,Censo,Cuadro,Provincia,Departamento,Link,Unidad de registro,Indicador,Valor
2351,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Ancasti,10014,EAP,"5.000,1 - 10.000",0.0
2352,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Ancasti,10014,EAP,"10.000,1 - 20.000",0.0
2353,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Ancasti,10014,EAP,"20.000,1 y más",0.0
2354,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Ancasti,10014,Hectáreas,Total,30277.9
2355,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Ancasti,10014,Hectáreas,Hasta 5,-1.0
2356,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Ancasti,10014,Hectáreas,"5,1 - 10",66.0
2357,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Ancasti,10014,Hectáreas,"10,1 - 25",104.0
2358,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Ancasti,10014,Hectáreas,"25,1 - 50",511.6
2359,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Ancasti,10014,Hectáreas,"50,1 - 100",860.0
2360,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Ancasti,10014,Hectáreas,"100,1 - 200",1375.0
2361,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Ancasti,10014,Hectáreas,"200,1 - 500",4008.0
2362,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Ancasti,10014,Hectáreas,"500,1 - 1.000",2830.0
2363,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Ancasti,10014,Hectáreas,"1.000,1 - 2.500",-1.0
2364,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Ancasti,10014,Hectáreas,"2.500,1 - 5.000",-1.0
2365,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Ancasti,10014,Hectáreas,"5.000,1 - 10.000",0.0
2366,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Ancasti,10014,Hectáreas,"10.000,1 - 20.000",0.0
2367,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Ancasti,10014,Hectáreas,"20.000,1 y más",0.0
2368,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Andalgalá,10021,EAP,Total,515.0
2369,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Andalgalá,10021,EAP,Hasta 5,360.0
2370,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Andalgalá,10021,EAP,"5,1 - 10",44.0
2371,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Andalgalá,10021,EAP,"10,1 - 25",36.0
2372,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Andalgalá,10021,EAP,"25,1 - 50",15.0
2373,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Andalgalá,10021,EAP,"50,1 - 100",14.0
2374,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Andalgalá,10021,EAP,"100,1 - 200",27.0
2375,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Andalgalá,10021,EAP,"200,1 - 500",11.0
2376,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Andalgalá,10021,EAP,"500,1 - 1.000",4.0
2377,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Andalgalá,10021,EAP,"1.000,1 - 2.500",-1.0
2378,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Andalgalá,10021,EAP,"2.500,1 - 5.000",0.0
2379,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Andalgalá,10021,EAP,"5.000,1 - 10.000",0.0
2380,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Andalgalá,10021,EAP,"10.000,1 - 20.000",-1.0
2381,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Andalgalá,10021,EAP,"20.000,1 y más",0.0
2382,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Andalgalá,10021,Hectáreas,Total,34744.8
2383,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Andalgalá,10021,Hectáreas,Hasta 5,586.9
2384,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Andalgalá,10021,Hectáreas,"5,1 - 10",332.4
2385,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Andalgalá,10021,Hectáreas,"10,1 - 25",565.0
2386,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Andalgalá,10021,Hectáreas,"25,1 - 50",506.8
2387,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Andalgalá,10021,Hectáreas,"50,1 - 100",1115.2
2388,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Andalgalá,10021,Hectáreas,"100,1 - 200",4176.9
2389,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Andalgalá,10021,Hectáreas,"200,1 - 500",3420.3
2390,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Andalgalá,10021,Hectáreas,"500,1 - 1.000",2620.0
2391,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Andalgalá,10021,Hectáreas,"1.000,1 - 2.500",-1.0
2392,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Andalgalá,10021,Hectáreas,"2.500,1 - 5.000",0.0
2393,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Andalgalá,10021,Hectáreas,"5.000,1 - 10.000",0.0
2394,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Andalgalá,10021,Hectáreas,"10.000,1 - 20.000",-1.0
2395,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Andalgalá,10021,Hectáreas,"20.000,1 y más",0.0
2396,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Antofagasta de la Sierra,10028,EAP,Total,83.0
2397,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Antofagasta de la Sierra,10028,EAP,Hasta 5,58.0
2398,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Antofagasta de la Sierra,10028,EAP,"5,1 - 10",15.0
2399,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Antofagasta de la Sierra,10028,EAP,"10,1 - 25",-1.0
2400,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Antofagasta de la Sierra,10028,EAP,"25,1 - 50",-1.0
2401,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Antofagasta de la Sierra,10028,EAP,"50,1 - 100",-1.0
2402,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Antofagasta de la Sierra,10028,EAP,"100,1 - 200",-1.0
2403,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Antofagasta de la Sierra,10028,EAP,"200,1 - 500",0.0
2404,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Antofagasta de la Sierra,10028,EAP,"500,1 - 1.000",-1.0
2405,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Antofagasta de la Sierra,10028,EAP,"1.000,1 - 2.500",-1.0
2406,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Antofagasta de la Sierra,10028,EAP,"2.500,1 - 5.000",0.0
2407,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Antofagasta de la Sierra,10028,EAP,"5.000,1 - 10.000",0.0
2408,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Antofagasta de la Sierra,10028,EAP,"10.000,1 - 20.000",0.0
2409,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Antofagasta de la Sierra,10028,EAP,"20.000,1 y más",0.0
2410,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Antofagasta de la Sierra,10028,Hectáreas,Total,3733.6
2411,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Antofagasta de la Sierra,10028,Hectáreas,Hasta 5,106.9
2412,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Antofagasta de la Sierra,10028,Hectáreas,"5,1 - 10",114.8
2413,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Antofagasta de la Sierra,10028,Hectáreas,"10,1 - 25",-1.0
2414,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Antofagasta de la Sierra,10028,Hectáreas,"25,1 - 50",-1.0
2415,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Antofagasta de la Sierra,10028,Hectáreas,"50,1 - 100",-1.0
2416,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Antofagasta de la Sierra,10028,Hectáreas,"100,1 - 200",-1.0
2417,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Antofagasta de la Sierra,10028,Hectáreas,"200,1 - 500",0.0
2418,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Antofagasta de la Sierra,10028,Hectáreas,"500,1 - 1.000",-1.0
2419,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Antofagasta de la Sierra,10028,Hectáreas,"1.000,1 - 2.500",-1.0
2420,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Antofagasta de la Sierra,10028,Hectáreas,"2.500,1 - 5.000",0.0
2421,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Antofagasta de la Sierra,10028,Hectáreas,"5.000,1 - 10.000",0.0
2422,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Antofagasta de la Sierra,10028,Hectáreas,"10.000,1 - 20.000",0.0
2423,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Antofagasta de la Sierra,10028,Hectáreas,"20.000,1 y más",0.0
2424,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Belén,10035,EAP,Total,1228.0
2425,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Belén,10035,EAP,Hasta 5,1010.0
2426,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Belén,10035,EAP,"5,1 - 10",116.0
2427,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Belén,10035,EAP,"10,1 - 25",72.0
2428,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Belén,10035,EAP,"25,1 - 50",14.0
2429,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Belén,10035,EAP,"50,1 - 100",9.0
2430,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Belén,10035,EAP,"100,1 - 200",-1.0
2431,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Belén,10035,EAP,"200,1 - 500",-1.0
2432,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Belén,10035,EAP,"500,1 - 1.000",-1.0
2433,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Belén,10035,EAP,"1.000,1 - 2.500",0.0
2434,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Belén,10035,EAP,"2.500,1 - 5.000",-1.0
2435,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Belén,10035,EAP,"5.000,1 - 10.000",0.0
2436,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Belén,10035,EAP,"10.000,1 - 20.000",0.0
2437,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Belén,10035,EAP,"20.000,1 y más",-1.0
2438,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Belén,10035,Hectáreas,Total,114171.1
2439,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Belén,10035,Hectáreas,Hasta 5,1820.2
2440,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Belén,10035,Hectáreas,"5,1 - 10",838.3
2441,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Belén,10035,Hectáreas,"10,1 - 25",1087.1
2442,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Belén,10035,Hectáreas,"25,1 - 50",475.2
2443,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Belén,10035,Hectáreas,"50,1 - 100",618.2
2444,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Belén,10035,Hectáreas,"100,1 - 200",401.9
2445,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Belén,10035,Hectáreas,"200,1 - 500",-1.0
2446,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Belén,10035,Hectáreas,"500,1 - 1.000",600.0
2447,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Belén,10035,Hectáreas,"1.000,1 - 2.500",0.0
2448,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Belén,10035,Hectáreas,"2.500,1 - 5.000",-1.0
2449,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Belén,10035,Hectáreas,"5.000,1 - 10.000",0.0
2450,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Belén,10035,Hectáreas,"10.000,1 - 20.000",0.0
2451,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Belén,10035,Hectáreas,"20.000,1 y más",104276.0
2452,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capayán,10042,EAP,Total,577.0
2453,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capayán,10042,EAP,Hasta 5,322.0
2454,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capayán,10042,EAP,"5,1 - 10",61.0
2455,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capayán,10042,EAP,"10,1 - 25",69.0
2456,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capayán,10042,EAP,"25,1 - 50",52.0
2457,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capayán,10042,EAP,"50,1 - 100",24.0
2458,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capayán,10042,EAP,"100,1 - 200",9.0
2459,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capayán,10042,EAP,"200,1 - 500",10.0
2460,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capayán,10042,EAP,"500,1 - 1.000",9.0
2461,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capayán,10042,EAP,"1.000,1 - 2.500",11.0
2462,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capayán,10042,EAP,"2.500,1 - 5.000",-1.0
2463,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capayán,10042,EAP,"5.000,1 - 10.000",-1.0
2464,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capayán,10042,EAP,"10.000,1 - 20.000",0.0
2465,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capayán,10042,EAP,"20.000,1 y más",0.0
2466,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capayán,10042,Hectáreas,Total,78238.9
2467,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capayán,10042,Hectáreas,Hasta 5,728.5
2468,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capayán,10042,Hectáreas,"5,1 - 10",471.4
2469,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capayán,10042,Hectáreas,"10,1 - 25",1103.6
2470,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capayán,10042,Hectáreas,"25,1 - 50",1868.9
2471,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capayán,10042,Hectáreas,"50,1 - 100",1809.7
2472,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capayán,10042,Hectáreas,"100,1 - 200",1146.8
2473,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capayán,10042,Hectáreas,"200,1 - 500",3359.3
2474,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capayán,10042,Hectáreas,"500,1 - 1.000",6637.0
2475,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capayán,10042,Hectáreas,"1.000,1 - 2.500",18439.5
2476,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capayán,10042,Hectáreas,"2.500,1 - 5.000",-1.0
2477,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capayán,10042,Hectáreas,"5.000,1 - 10.000",-1.0
2478,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capayán,10042,Hectáreas,"10.000,1 - 20.000",0.0
2479,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capayán,10042,Hectáreas,"20.000,1 y más",0.0
2480,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capital,10049,EAP,Total,18.0
2481,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capital,10049,EAP,Hasta 5,-1.0
2482,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capital,10049,EAP,"5,1 - 10",0.0
2483,2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según departamento, en unidades y hectáreas. Al 31 de diciembre de 2017",Catamarca,Capital,10049,EAP,"10,1 - 25",-1.0
